indicador,ano,nivel_territorial,codigo_localidade,localidade,variavel,unidade,valor,classificacao,categoria
Renda média domiciliar per capita,2022,Unidade da Federação,25,Paraíba,"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,1097.81,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500106,Água Branca (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,771.95,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500205,Aguiar (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,737.35,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500304,Alagoa Grande (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,725.37,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500403,Alagoa Nova (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,726.13,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500502,Alagoinha (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,687.49,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500536,Alcantil (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,723.59,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500577,Algodão de Jandaíra (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,556.64,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500601,Alhandra (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,764.63,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500700,São João do Rio do Peixe (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,847.03,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500734,Amparo (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,642.40,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500775,Aparecida (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,735.42,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500809,Araçagi (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,644.87,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2500908,Arara (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,763.66,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501005,Araruna (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,657.11,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501104,Areia (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,782.89,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501153,Areia de Baraúnas (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,611.76,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501203,Areial (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,763.73,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501302,Aroeiras (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,639.85,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501351,Assunção (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,687.73,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501401,Baía da Traição (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,660.37,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501500,Bananeiras (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,803.76,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501534,Baraúna (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,689.63,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501575,Barra de Santana (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,596.44,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501609,Barra de Santa Rosa (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,686.75,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501708,Barra de São Miguel (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,692.09,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501807,Bayeux (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,854.80,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2501906,Belém (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,772.54,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502003,Belém do Brejo do Cruz (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,798.02,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502052,Bernardino Batista (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,774.50,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502102,Boa Ventura (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,693.65,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502151,Boa Vista (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,958.96,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502201,Bom Jesus (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,755.41,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502300,Bom Sucesso (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,782.42,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502409,Bonito de Santa Fé (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,665.95,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502508,Boqueirão (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,769.10,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502607,Igaracy (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,702.71,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502706,Borborema (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,691.08,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502805,Brejo do Cruz (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,732.48,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2502904,Brejo dos Santos (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,910.04,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503001,Caaporã (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,673.18,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503100,Cabaceiras (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,833.95,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503209,Cabedelo (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,1834.97,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503308,Cachoeira dos Índios (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,695.21,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503407,Cacimba de Areia (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,672.45,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503506,Cacimba de Dentro (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,686.16,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503555,Cacimbas (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,559.00,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503605,Caiçara (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,617.26,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503704,Cajazeiras (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,1119.77,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503753,Cajazeirinhas (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,624.16,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503803,Caldas Brandão (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,668.83,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2503902,Camalaú (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,687.73,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504009,Campina Grande (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,1373.42,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504033,Capim (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,624.27,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504074,Caraúbas (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,790.87,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504108,Carrapateira (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,697.38,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504157,Casserengue (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,581.94,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504207,Catingueira (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,663.05,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504306,Catolé do Rocha (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,1018.31,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504355,Caturité (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,674.16,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504405,Conceição (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,749.69,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504504,Condado (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,770.62,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504603,Conde (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,880.41,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504702,Congo (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,763.73,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504801,Coremas (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,772.26,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504850,Coxixola (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,882.30,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2504900,Cruz do Espírito Santo (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,671.67,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505006,Cubati (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,693.24,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505105,Cuité (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,864.92,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505204,Cuitegi (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,625.73,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505238,Cuité de Mamanguape (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,661.45,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505279,Curral de Cima (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,653.58,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505303,Curral Velho (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,745.84,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505352,Damião (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,566.06,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505402,Desterro (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,696.72,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505501,Vista Serrana (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,649.30,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505600,Diamante (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,720.93,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505709,Dona Inês (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,657.97,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505808,Duas Estradas (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,696.67,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
Renda média domiciliar per capita,2022,Município,2505907,Emas (PB),"Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a)",Reais,759.34,Sexo | Cor ou raça | Grupo de idade,Total | Total | Total
